Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	Fasta.headers	Peptides	Razor...unique.peptides	Unique.peptides	LFQ.intensity.Ubi4_1	LFQ.intensity.Ubi4_2	LFQ.intensity.Ubi4_3	LFQ.intensity.Ubi6_1	LFQ.intensity.Ubi6_2	LFQ.intensity.Ubi6_3	LFQ.intensity.Ctrl_1	LFQ.intensity.Ctrl_2	LFQ.intensity.Ctrl_3	LFQ.intensity.Ubi1_1	LFQ.intensity.Ubi1_2	LFQ.intensity.Ubi1_3	Only.identified.by.site	Reverse	Potential.contaminant
P52735-3;P52735-2;P52735	P52735-3;P52735-2;P52735	Guanine nucleotide exchange factor VAV2	VAV2	>sp|P52735-3|VAV2_HUMAN Isoform 3 of Guanine nucleotide exchange factor VAV2 OS=Homo sapiens GN=VAV2;>sp|P52735-2|VAV2_HUMAN Isoform 2 of Guanine nucleotide exchange factor VAV2 OS=Homo sapiens GN=VAV2;>sp|P52735|VAV2_HUMAN Guanine nucleotide exchange fact	6	6	6	0	0	0	0	0	0	18441000	23437000	22807000	0	17441000	0			
P52907	P52907	F-actin-capping protein subunit alpha-1	CAPZA1	>sp|P52907|CAZA1_HUMAN F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3	7	7	6	0	0	0	0	0	0	31013000	21474000	24922000	37936000	23452000	0			
P52943;P52943-2;H0YHD8;H0YFA4	P52943;P52943-2;H0YHD8;H0YFA4	Cysteine-rich protein 2	CRIP2	>sp|P52943|CRIP2_HUMAN Cysteine-rich protein 2 OS=Homo sapiens GN=CRIP2 PE=1 SV=1;>sp|P52943-2|CRIP2_HUMAN Isoform 2 of Cysteine-rich protein 2 OS=Homo sapiens GN=CRIP2;>tr|H0YHD8|H0YHD8_HUMAN Cysteine-rich protein 2 (Fragment) OS=Homo sapiens GN=CRIP2 PE=	9	8	8	649960000	883300000	1035500000	1160700000	480780000	774960000	904460000	1182300000	1387400000	909970000	1287500000	1440300000			
P53004	P53004	Biliverdin reductase A	BLVRA	>sp|P53004|BIEA_HUMAN Biliverdin reductase A OS=Homo sapiens GN=BLVRA PE=1 SV=2	6	6	5	27547000	33534000	0	25796000	27962000	29476000	0	0	0	0	0	0			
P53007;B4DP62	P53007;B4DP62	"Tricarboxylate transport protein, mitochondrial"	SLC25A1	">sp|P53007|TXTP_HUMAN Tricarboxylate transport protein, mitochondrial OS=Homo sapiens GN=SLC25A1 PE=1 SV=2;>tr|B4DP62|B4DP62_HUMAN Solute carrier family 25 (Mitochondrial carrier citrate transporter), member 1, isoform CRA_b OS=Homo sapiens GN=SLC25A1 PE=1"	7	7	7	52143000	59191000	58505000	63235000	44631000	44165000	0	60597000	47780000	52871000	59234000	58604000			
P53350;I3L387	P53350	Serine/threonine-protein kinase PLK1	PLK1	>sp|P53350|PLK1_HUMAN Serine/threonine-protein kinase PLK1 OS=Homo sapiens GN=PLK1 PE=1 SV=1	3	3	3	0	0	0	10442000	0	0	0	0	0	0	0	0			
P53582;F5GXS7;H0Y955;H0YAI3;H0Y903	P53582;F5GXS7;H0Y955	Methionine aminopeptidase 1;Methionine aminopeptidase	METAP1	>sp|P53582|MAP11_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens GN=METAP1 PE=1 SV=2;>tr|F5GXS7|F5GXS7_HUMAN Methionine aminopeptidase 1 OS=Homo sapiens GN=METAP1 PE=1 SV=1;>tr|H0Y955|H0Y955_HUMAN Methionine aminopeptidase 1 (Fragment) OS=Homo sapiens GN	4	4	4	0	0	0	8493000	0	0	0	0	0	0	5141000	9267600			
P53597	P53597	"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial"	SUCLG1	">sp|P53597|SUCA_HUMAN Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Homo sapiens GN=SUCLG1 PE=1 SV=4"	7	7	5	235700000	2.20E+08	149620000	115170000	162110000	195160000	99598000	124990000	118990000	117950000	134220000	73322000			
P53618;E9PP73;E9PP63;E9PKQ1	P53618;E9PP73	Coatomer subunit beta	COPB1	>sp|P53618|COPB_HUMAN Coatomer subunit beta OS=Homo sapiens GN=COPB1 PE=1 SV=3;>tr|E9PP73|E9PP73_HUMAN Coatomer subunit beta (Fragment) OS=Homo sapiens GN=COPB1 PE=1 SV=2	12	12	12	158760000	118750000	145470000	163300000	136560000	1.46E+08	152300000	135740000	124190000	160310000	126230000	104810000			
P53621;P53621-2	P53621;P53621-2	Coatomer subunit alpha;Xenin;Proxenin	COPA	>sp|P53621|COPA_HUMAN Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2;>sp|P53621-2|COPA_HUMAN Isoform 2 of Coatomer subunit alpha OS=Homo sapiens GN=COPA	37	37	37	535600000	567200000	625980000	496900000	550870000	554630000	532730000	573920000	589970000	493360000	485050000	496920000			
P53634;H0YCY8	P53634	Dipeptidyl peptidase 1;Dipeptidyl peptidase 1 exclusion domain chain;Dipeptidyl peptidase 1 heavy chain;Dipeptidyl peptidase 1 light chain	CTSC	>sp|P53634|CATC_HUMAN Dipeptidyl peptidase 1 OS=Homo sapiens GN=CTSC PE=1 SV=2	7	7	7	460020000	435530000	358550000	350570000	506940000	389190000	237580000	251080000	232410000	326780000	238050000	258950000			
P53985;Q5T8R3;Q49A45;Q5T8R5	P53985;Q5T8R3;Q49A45;Q5T8R5	Monocarboxylate transporter 1	SLC16A1	>sp|P53985|MOT1_HUMAN Monocarboxylate transporter 1 OS=Homo sapiens GN=SLC16A1 PE=1 SV=3;>tr|Q5T8R3|Q5T8R3_HUMAN Monocarboxylate transporter 1 (Fragment) OS=Homo sapiens GN=SLC16A1 PE=1 SV=1;>tr|Q49A45|Q49A45_HUMAN Monocarboxylate transporter 1 OS=Homo sap	4	4	4	247110000	259790000	213650000	213050000	222750000	240990000	323310000	276630000	322400000	309550000	217230000	251170000			
P53992;E7EP00;G5EA31;B4DZT4	P53992;E7EP00;G5EA31	Protein transport protein Sec24C	SEC24C	>sp|P53992|SC24C_HUMAN Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=3;>tr|E7EP00|E7EP00_HUMAN Protein transport protein Sec24C OS=Homo sapiens GN=SEC24C PE=1 SV=2;>tr|G5EA31|G5EA31_HUMAN Protein transport protein Sec24C OS=Homo sapien	18	18	18	63180000	78128000	64326000	52532000	60173000	54996000	74572000	74168000	7.00E+07	67755000	63655000	83746000			
P53999;D6RC37;D6R970	P53999	Activated RNA polymerase II transcriptional coactivator p15	SUB1	>sp|P53999|TCP4_HUMAN Activated RNA polymerase II transcriptional coactivator p15 OS=Homo sapiens GN=SUB1 PE=1 SV=3	9	9	9	748310000	677050000	733620000	783090000	1040800000	953510000	765840000	819010000	751820000	924560000	759080000	949030000			
P54136;P54136-2;F5H3T8;E5RJM9;E5RH09	P54136;P54136-2;F5H3T8	"Arginine--tRNA ligase, cytoplasmic"	RARS	">sp|P54136|SYRC_HUMAN Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS PE=1 SV=2;>sp|P54136-2|SYRC_HUMAN Isoform Monomeric of Arginine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=RARS;>tr|F5H3T8|F5H3T8_HUMAN Arginine--tRNA ligase, cytoplasmic OS"	24	24	24	239790000	225380000	223610000	198390000	221530000	227610000	213820000	168570000	184220000	235220000	178340000	171840000			
P54259	P54259	Atrophin-1	ATN1	>sp|P54259|ATN1_HUMAN Atrophin-1 OS=Homo sapiens GN=ATN1 PE=1 SV=3	36	35	35	4903800000	4844100000	5611600000	5.52E+09	4867200000	4892800000	5547700000	6541800000	6.07E+09	6333200000	5555900000	5.87E+09			
P54652	P54652	Heat shock-related 70 kDa protein 2	HSPA2	>sp|P54652|HSP72_HUMAN Heat shock-related 70 kDa protein 2 OS=Homo sapiens GN=HSPA2 PE=1 SV=1	14	3	3	0	0	0	0	0	0	16516000	7491700	8708000	0	0	0			
P54886-2;P54886	P54886-2;P54886	Delta-1-pyrroline-5-carboxylate synthase;Glutamate 5-kinase;Gamma-glutamyl phosphate reductase	ALDH18A1	>sp|P54886-2|P5CS_HUMAN Isoform Short of Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1;>sp|P54886|P5CS_HUMAN Delta-1-pyrroline-5-carboxylate synthase OS=Homo sapiens GN=ALDH18A1 PE=1 SV=2	30	30	30	510180000	517510000	425060000	435360000	562930000	540590000	410050000	379630000	336920000	445130000	350190000	409050000			
P55008;Q5STX8	P55008;Q5STX8	Allograft inflammatory factor 1	AIF1	>sp|P55008|AIF1_HUMAN Allograft inflammatory factor 1 OS=Homo sapiens GN=AIF1 PE=1 SV=1;>tr|Q5STX8|Q5STX8_HUMAN Allograft inflammatory factor 1 (Fragment) OS=Homo sapiens GN=AIF1 PE=4 SV=1	1	1	1	0	0	0	0	0	38898000	0	0	0	0	0	0			
P55060-4;P55060-3;P55060;B4DUC5;P55060-2	P55060-4;P55060-3;P55060;B4DUC5	Exportin-2	CSE1L	>sp|P55060-4|XPO2_HUMAN Isoform 4 of Exportin-2 OS=Homo sapiens GN=CSE1L;>sp|P55060-3|XPO2_HUMAN Isoform 3 of Exportin-2 OS=Homo sapiens GN=CSE1L;>sp|P55060|XPO2_HUMAN Exportin-2 OS=Homo sapiens GN=CSE1L PE=1 SV=3;>tr|B4DUC5|B4DUC5_HUMAN Uncharacterized pr	11	11	11	115110000	127090000	89102000	90715000	97128000	76281000	109830000	86547000	68308000	83628000	94517000	69307000			
P55072;C9JUP7;C9IZA5	P55072	Transitional endoplasmic reticulum ATPase	VCP	>sp|P55072|TERA_HUMAN Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4	15	15	15	90130000	65506000	79009000	72061000	92767000	80781000	115020000	78317000	58708000	84742000	77218000	73512000			
P55081	P55081	Microfibrillar-associated protein 1	MFAP1	>sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens GN=MFAP1 PE=1 SV=2	14	14	14	84231000	77447000	81591000	59435000	92023000	79348000	119110000	136040000	75792000	95942000	81139000	78403000			
P55084-2;P55084;F5GZQ3;B5MD38;C9JEY0;C9JE81;C9K0M0	P55084-2;P55084;F5GZQ3;B5MD38	"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase"	HADHB	">sp|P55084-2|ECHB_HUMAN Isoform 2 of Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB;>sp|P55084|ECHB_HUMAN Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3;>tr|F5GZQ3|F5GZQ3_HUMAN 3-ketoacyl-CoA "	10	10	10	145150000	130140000	101730000	87531000	131320000	42510000	109630000	110910000	112940000	125230000	88627000	99874000			
U3KQ90;P55199	U3KQ90;P55199	RNA polymerase II elongation factor ELL	ELL	>tr|U3KQ90|U3KQ90_HUMAN RNA polymerase II elongation factor ELL OS=Homo sapiens GN=ELL PE=1 SV=2;>sp|P55199|ELL_HUMAN RNA polymerase II elongation factor ELL OS=Homo sapiens GN=ELL PE=1 SV=1	7	7	7	0	0	0	15446000	26228000	24650000	18006000	19936000	16087000	18263000	18354000	16178000			
Q5SVL2;P55210;P55210-3;Q5SVL1;P55210-2;P55210-4	Q5SVL2;P55210;P55210-3;Q5SVL1;P55210-2;P55210-4	Caspase-7;Caspase-7 subunit p20;Caspase-7 subunit p11	CASP7	>tr|Q5SVL2|Q5SVL2_HUMAN Caspase-7 (Fragment) OS=Homo sapiens GN=CASP7 PE=1 SV=1;>sp|P55210|CASP7_HUMAN Caspase-7 OS=Homo sapiens GN=CASP7 PE=1 SV=1;>sp|P55210-3|CASP7_HUMAN Isoform Alpha of Caspase-7 OS=Homo sapiens GN=CASP7;>tr|Q5SVL1|Q5SVL1_HUMAN Caspas	3	3	3	0	0	0	0	0	0	0	0	0	0	8459600	6965200			
P55268;F5H520;C9JMJ0;A4D0S4-2	P55268	Laminin subunit beta-2	LAMB2	>sp|P55268|LAMB2_HUMAN Laminin subunit beta-2 OS=Homo sapiens GN=LAMB2 PE=1 SV=2	32	32	31	196600000	202080000	153510000	147840000	216170000	168470000	142780000	175400000	143240000	152020000	124190000	146880000			
P55317-2;P55317	P55317-2;P55317	Hepatocyte nuclear factor 3-alpha	FOXA1	>sp|P55317-2|FOXA1_HUMAN Isoform 2 of Hepatocyte nuclear factor 3-alpha OS=Homo sapiens GN=FOXA1;>sp|P55317|FOXA1_HUMAN Hepatocyte nuclear factor 3-alpha OS=Homo sapiens GN=FOXA1 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	8057800			
P55735;P55735-2;P55735-3;A8MXL6;E7ERC8	P55735;P55735-2;P55735-3;A8MXL6	Protein SEC13 homolog	SEC13	>sp|P55735|SEC13_HUMAN Protein SEC13 homolog OS=Homo sapiens GN=SEC13 PE=1 SV=3;>sp|P55735-2|SEC13_HUMAN Isoform 2 of Protein SEC13 homolog OS=Homo sapiens GN=SEC13;>sp|P55735-3|SEC13_HUMAN Isoform 3 of Protein SEC13 homolog OS=Homo sapiens GN=SEC13;>tr|A8	14	14	14	157260000	161170000	193180000	171710000	148320000	123060000	196390000	1.98E+08	252070000	170990000	209860000	224040000			
P55795	P55795	"Heterogeneous nuclear ribonucleoprotein H2;Heterogeneous nuclear ribonucleoprotein H2, N-terminally processed"	HNRNPH2	>sp|P55795|HNRH2_HUMAN Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1	14	8	8	92794000	166490000	88510000	104580000	153360000	79483000	86043000	147600000	101320000	94015000	114010000	116830000			
P55884;P55884-2;C9JZG1;C9JQN7	P55884;P55884-2;C9JZG1	Eukaryotic translation initiation factor 3 subunit B	EIF3B	>sp|P55884|EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B PE=1 SV=3;>sp|P55884-2|EIF3B_HUMAN Isoform 2 of Eukaryotic translation initiation factor 3 subunit B OS=Homo sapiens GN=EIF3B;>tr|C9JZG1|C9JZG1_HUMAN Eukar	5	5	5	14465000	0	12492000	7496100	0	0	17433000	14930000	11043000	9229400	11965000	11631000			
P56134-3;P56134	P56134-3;P56134	"ATP synthase subunit f, mitochondrial"	ATP5J2	">sp|P56134-3|ATPK_HUMAN Isoform 3 of ATP synthase subunit f, mitochondrial OS=Homo sapiens GN=ATP5J2;>sp|P56134|ATPK_HUMAN ATP synthase subunit f, mitochondrial OS=Homo sapiens GN=ATP5J2 PE=1 SV=3"	3	3	3	0	0	0	0	0	0	23126000	25575000	21330000	25777000	0	0			
P56181-2	P56181-2			">sp|P56181-2|NDUV3_HUMAN Isoform 2 of NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Homo sapiens GN=NDUFV3"	2	2	2	0	0	0	0	0	0	0	7314800	0	0	0	0			
P56192;B3KVK7;A6NC17;H0YHV5;H0YIC2;H0YIP0;F5H2V6;H0YHL6;H0YI94;H0YI27	P56192;B3KVK7;A6NC17	"Methionine--tRNA ligase, cytoplasmic"	MARS	">sp|P56192|SYMC_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=2;>tr|B3KVK7|B3KVK7_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=MARS PE=1 SV=1;>tr|A6NC17|A6NC17_HUMAN Methionine--tRNA ligase, cytoplasmic OS=Homo"	22	22	22	209130000	167500000	214150000	166310000	176810000	199040000	140080000	128890000	165140000	189910000	164520000	159060000			
P56270-2;I3L2Z5;P56270-3;P56270;H3BQI4;H3BQS2;P56270-4;I3L0M3;I3L4Y2;I3L411;H3BPU3;I3L0V8	P56270-2;I3L2Z5;P56270-3;P56270;H3BQI4	Myc-associated zinc finger protein	MAZ	>sp|P56270-2|MAZ_HUMAN Isoform 2 of Myc-associated zinc finger protein OS=Homo sapiens GN=MAZ;>tr|I3L2Z5|I3L2Z5_HUMAN Myc-associated zinc finger protein (Fragment) OS=Homo sapiens GN=MAZ PE=1 SV=1;>sp|P56270-3|MAZ_HUMAN Isoform 3 of Myc-associated zinc fin	15	15	13	570600000	908820000	640880000	725570000	737620000	578580000	1055700000	883100000	1043900000	775490000	1.04E+09	1277200000			
P56524;C9J481;F5H5W4;F5H0B1;C9J0X4;K7EJL6;Q9UQL6-2;Q9UQL6;Q9UQL6-3	P56524;C9J481;F5H5W4	Histone deacetylase 4	HDAC4	>sp|P56524|HDAC4_HUMAN Histone deacetylase 4 OS=Homo sapiens GN=HDAC4 PE=1 SV=3;>tr|C9J481|C9J481_HUMAN Histone deacetylase 4 (Fragment) OS=Homo sapiens GN=HDAC4 PE=4 SV=1;>tr|F5H5W4|F5H5W4_HUMAN Histone deacetylase 4 OS=Homo sapiens GN=HDAC4 PE=1 SV=1	5	5	5	0	0	0	0	0	0	0	0	0	9992900	9663300	10696000			
P56545;Q5SQP8;P56545-2;E7EUB3	P56545;Q5SQP8;P56545-2	C-terminal-binding protein 2	CTBP2	>sp|P56545|CTBP2_HUMAN C-terminal-binding protein 2 OS=Homo sapiens GN=CTBP2 PE=1 SV=1;>tr|Q5SQP8|Q5SQP8_HUMAN C-terminal-binding protein 2 OS=Homo sapiens GN=CTBP2 PE=1 SV=1;>sp|P56545-2|CTBP2_HUMAN Isoform 2 of C-terminal-binding protein 2 OS=Homo sapien	7	7	4	83880000	28406000	77897000	36827000	35191000	39374000	40517000	36100000	60342000	40434000	62505000	77312000			
P56589;Q7Z6V3	P56589;Q7Z6V3	Peroxisomal biogenesis factor 3	PEX3	>sp|P56589|PEX3_HUMAN Peroxisomal biogenesis factor 3 OS=Homo sapiens GN=PEX3 PE=1 SV=1;>tr|Q7Z6V3|Q7Z6V3_HUMAN Peroxisomal biogenesis factor 3 (Fragment) OS=Homo sapiens GN=PEX3 PE=4 SV=1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	5071400			
P56945-5;P56945-8;P56945;P56945-7;P56945-3;P56945-2;P56945-6;H3BVF0;H3BSY4;H3BQJ7;H3BSB2;P56945-4;F5H855	P56945-5;P56945-8;P56945;P56945-7;P56945-3;P56945-2;P56945-6;H3BVF0;H3BSY4;H3BQJ7;H3BSB2;P56945-4;F5H855	Breast cancer anti-estrogen resistance protein 1	BCAR1	>sp|P56945-5|BCAR1_HUMAN Isoform 5 of Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens GN=BCAR1;>sp|P56945-8|BCAR1_HUMAN Isoform 8 of Breast cancer anti-estrogen resistance protein 1 OS=Homo sapiens GN=BCAR1;>sp|P56945|BCAR1_HUMAN Breast ca	2	2	2	0	0	0	0	0	0	0	4430500	5123000	0	0	0			
P57060	P57060	RWD domain-containing protein 2B	RWDD2B	>sp|P57060|RWD2B_HUMAN RWD domain-containing protein 2B OS=Homo sapiens GN=RWDD2B PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	9542400	0	0	0	0			
P57081-2;P57081;P57081-3	P57081-2;P57081;P57081-3	tRNA (guanine-N(7)-)-methyltransferase subunit WDR4	WDR4	>sp|P57081-2|WDR4_HUMAN Isoform 2 of tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 OS=Homo sapiens GN=WDR4;>sp|P57081|WDR4_HUMAN tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 OS=Homo sapiens GN=WDR4 PE=1 SV=2;>sp|P57	3	3	3	0	0	0	0	0	0	0	0	0	0	6627700	0			
P57088;D6RAA6;H0Y8N0;J3KN43;D6RBY2	P57088;D6RAA6;H0Y8N0	Transmembrane protein 33	TMEM33	>sp|P57088|TMM33_HUMAN Transmembrane protein 33 OS=Homo sapiens GN=TMEM33 PE=1 SV=2;>tr|D6RAA6|D6RAA6_HUMAN Transmembrane protein 33 (Fragment) OS=Homo sapiens GN=TMEM33 PE=1 SV=1;>tr|H0Y8N0|H0Y8N0_HUMAN Transmembrane protein 33 (Fragment) OS=Homo sapiens 	7	7	7	77502000	59087000	103690000	80999000	0	104910000	62539000	97821000	102850000	86068000	125060000	134140000			
P57740;G3V1T4;P57740-3;P57740-2	P57740;G3V1T4;P57740-3;P57740-2	Nuclear pore complex protein Nup107	NUP107	>sp|P57740|NU107_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1;>tr|G3V1T4|G3V1T4_HUMAN Nuclear pore complex protein Nup107 OS=Homo sapiens GN=NUP107 PE=1 SV=1;>sp|P57740-3|NU107_HUMAN Isoform 3 of Nuclear pore complex protei	2	2	2	0	0	0	0	0	0	0	0	2827100	0	0	0			
P57772;C9J8T0	P57772;C9J8T0	Selenocysteine-specific elongation factor	EEFSEC	>sp|P57772|SELB_HUMAN Selenocysteine-specific elongation factor OS=Homo sapiens GN=EEFSEC PE=1 SV=4;>tr|C9J8T0|C9J8T0_HUMAN Selenocysteine-specific elongation factor OS=Homo sapiens GN=EEFSEC PE=1 SV=1	14	14	14	148970000	1.18E+08	111470000	112920000	146480000	124030000	86930000	100740000	92748000	106110000	98328000	92074000			
P58012	P58012	Forkhead box protein L2	FOXL2	>sp|P58012|FOXL2_HUMAN Forkhead box protein L2 OS=Homo sapiens GN=FOXL2 PE=1 SV=1	8	8	7	151940000	182950000	154010000	157400000	130450000	151300000	113390000	131420000	126470000	124290000	130340000	130990000			
P58107	P58107	Epiplakin	EPPK1	>sp|P58107|EPIPL_HUMAN Epiplakin OS=Homo sapiens GN=EPPK1 PE=1 SV=2	15	15	5	0	0	0	0	0	0	177060000	0	3877800	0	0	0			
P58557	P58557	Putative ribonuclease	YBEY	>sp|P58557|YBEY_HUMAN Putative ribonuclease OS=Homo sapiens GN=YBEY PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	929820	0			
P60174-1;P60174;U3KPZ0;P60174-4;U3KQF3	P60174-1;P60174;U3KPZ0;P60174-4;U3KQF3	Triosephosphate isomerase	TPI1	>sp|P60174-1|TPIS_HUMAN Isoform 2 of Triosephosphate isomerase OS=Homo sapiens GN=TPI1;>sp|P60174|TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3;>tr|U3KPZ0|U3KPZ0_HUMAN Triosephosphate isomerase (Fragment) OS=Homo sapiens GN=TPI1 PE	4	4	4	0	0	0	0	53124000	57214000	0	0	0	0	0	0			
P60468;S4R3B5	P60468	Protein transport protein Sec61 subunit beta	SEC61B	>sp|P60468|SC61B_HUMAN Protein transport protein Sec61 subunit beta OS=Homo sapiens GN=SEC61B PE=1 SV=2	3	3	3	0	0	71638000	67050000	18084000	0	72224000	85660000	63120000	71480000	68688000	80893000			
P60602-2;P60602	P60602-2;P60602	Reactive oxygen species modulator 1	ROMO1	>sp|P60602-2|ROMO1_HUMAN Isoform 2 of Reactive oxygen species modulator 1 OS=Homo sapiens GN=ROMO1;>sp|P60602|ROMO1_HUMAN Reactive oxygen species modulator 1 OS=Homo sapiens GN=ROMO1 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2148600			
P60604-2;P60604	P60604-2;P60604	Ubiquitin-conjugating enzyme E2 G2	UBE2G2	>sp|P60604-2|UB2G2_HUMAN Isoform 2 of Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens GN=UBE2G2;>sp|P60604|UB2G2_HUMAN Ubiquitin-conjugating enzyme E2 G2 OS=Homo sapiens GN=UBE2G2 PE=1 SV=1	2	2	2	78921000	82851000	0	54824000	0	0	17987000	23791000	17578000	26966000	26590000	18303000			
P63261;P60709;I3L3I0;I3L1U9;G5E9R0;K7EM38;E7EVS6;I3L3R2;J3KT65;C9JUM1;C9JZR7;I3L4N8;Q6S8J3;A5A3E0;Q9BYX7	P63261;P60709;I3L3I0;I3L1U9;G5E9R0;K7EM38;E7EVS6;I3L3R2;J3KT65	"Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed;Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed"	ACTG1;ACTB	">sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens GN=ACTG1 PE=1 SV=1;>sp|P60709|ACTB_HUMAN Actin, cytoplasmic 1 OS=Homo sapiens GN=ACTB PE=1 SV=1;>tr|I3L3I0|I3L3I0_HUMAN Actin, cytoplasmic 2, N-terminally processed (Fragment) OS=Homo sapiens GN=AC"	17	17	5	2566700000	2852700000	2550900000	2436500000	2.66E+09	2630700000	3281500000	2849300000	2663500000	2712100000	2453300000	2263900000			
P60842;J3KT12;P60842-2;J3QS69;J3KTB5;J3QL43;J3KSZ0;J3QR64;E7EQG2;Q14240;Q14240-2;J3KTN0;J3QLN6;J3QKZ9;J3KS25;Q9NZE6;J3KSN7;B4E102;J3QL52;J3KT04;J3KS93;E7EMV8;J3QQP0;E9PBH4;F8WE11	P60842;J3KT12;P60842-2;J3QS69;J3KTB5;J3QL43;J3KSZ0;J3QR64;E7EQG2;Q14240;Q14240-2	Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-II	EIF4A1;EIF4A2	>sp|P60842|IF4A1_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1;>tr|J3KT12|J3KT12_HUMAN Eukaryotic initiation factor 4A-I OS=Homo sapiens GN=EIF4A1 PE=1 SV=1;>sp|P60842-2|IF4A1_HUMAN Isoform 2 of Eukaryotic initiation factor 4A	16	16	13	672060000	639350000	509350000	565980000	649860000	614390000	495650000	450860000	436210000	462950000	387390000	354950000			
P60866;P60866-2;E5RIP1;E5RJX2;G3XAN0	P60866;P60866-2;E5RIP1;E5RJX2;G3XAN0	40S ribosomal protein S20	RPS20	>sp|P60866|RS20_HUMAN 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1;>sp|P60866-2|RS20_HUMAN Isoform 2 of 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20;>tr|E5RIP1|E5RIP1_HUMAN 40S ribosomal protein S20 OS=Homo sapiens GN=RPS20 PE=1 SV=1;	4	4	4	660950000	670350000	5.03E+08	589930000	773050000	721570000	482020000	588300000	5.51E+08	539730000	468050000	372220000			
P60891;B1ALA9;B4DNL6;B1ALA7	P60891;B1ALA9;B4DNL6	Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase	PRPS1	>sp|P60891|PRPS1_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=2;>tr|B1ALA9|B1ALA9_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=Homo sapiens GN=PRPS1 PE=1 SV=1;>tr|B4DNL6|B4DNL6_HUMAN Ribose-phosphate pyrophosphokinase 1 OS=H	13	13	7	430080000	411010000	340910000	323100000	447700000	355990000	314240000	337610000	289610000	327110000	272010000	270960000			
P60903	P60903	Protein S100-A10	S100A10	>sp|P60903|S10AA_HUMAN Protein S100-A10 OS=Homo sapiens GN=S100A10 PE=1 SV=2	4	4	4	142370000	161800000	130070000	97672000	72430000	106490000	83408000	107270000	102100000	75740000	40606000	85369000			
P60981;F6RFD5;P60981-2	P60981;F6RFD5;P60981-2	Destrin	DSTN	>sp|P60981|DEST_HUMAN Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3;>tr|F6RFD5|F6RFD5_HUMAN Destrin OS=Homo sapiens GN=DSTN PE=1 SV=1;>sp|P60981-2|DEST_HUMAN Isoform 2 of Destrin OS=Homo sapiens GN=DSTN	3	3	3	0	0	0	0	0	0	23136000	0	9475400	0	0	0			
